370.2950819672131,281.6803278688525,31,26,34,8,5,100,90,51,56
418.94642857142856,246.9375,31,22,23,1,4,102,90,42,51
400.458904109589,277.9657534246575,40,34,37,3,5,140,117,59,65
363.61392405063293,323.0506329113924,38,9,9,0,6,146,119,39,68
416.0576923076923,351.22115384615387,22,0,0,0,4,107,88,20,42
409.4776119402985,393.05970149253733,23,0,0,0,5,107,79,25,48
253.8695652173913,479.0217391304348,5,0,0,0,2,56,40,10,15
340.0,500,0,0,0,0,1,4,0,5,5
291.2916666666667,483.375,1,1,2,1,1,23,4,6,6
358.27777777777777,500.6111111111111,0,0,0,0,2,45,19,10,10
331.05555555555554,477.05555555555554,0,0,0,0,1,3,3,5,5
323.3974358974359,329.3974358974359,17,1,5,4,3,44,30,16,32
383.22972972972974,312.27702702702703,30,45,51,6,6,7,6,5,6
412.6388888888889,286.5,7,9,12,3,2,21,19,18,17
390.79487179487177,357.2435897435897,14,12,14,2,3,37,33,27,29
435.97,286.22,24,55,59,4,4,85,67,74,44
344.3448275862069,324.7586206896552,11,22,27,5,2,42,35,32,21
394.40909090909093,241.3181818181818,3,4,5,1,1,11,12,9,8
307.86986301369865,315.28767123287673,30,59,64,5,5,136,99,84,55
320.98026315789474,299.4407894736842,37,29,31,2,6,109,100,59,67
318.1736111111111,346.2361111111111,28,47,54,7,5,119,92,72,53
353.45454545454544,369.0656565656566,33,78,86,8,7,172,128,113,68
298.36708860759495,318.6645569620253,32,60,68,8,6,118,80,90,62
355.8578431372549,350.04901960784315,27,70,84,14,7,184,130,105,62
338.11538461538464,248.94230769230768,10,9,12,3,2,22,15,19,20
387.6875,239.10416666666666,24,32,35,3,4,59,52,52,44
389.6666666666667,330.1111111111111,27,58,66,8,5,89,69,83,52
324.79347826086956,362.7717391304348,38,73,79,6,7,142,108,108,73
390.5859375,331.5625,24,45,53,8,5,87,60,70,49
372.55,240.3,10,10,11,1,2,21,18,20,20
341.88157894736844,314.92105263157896,29,62,66,4,6,122,75,92,59
466.7,179.4,5,0,0,0,1,9,10,5,10
433.92857142857144,397.1714285714286,12,26,32,6,3,51,30,41,27
398.05223880597015,374.7089552238806,23,67,72,5,5,98,67,92,48
388.3942307692308,374.11538461538464,12,47,51,4,4,69,55,67,32
342.9909090909091,402.1181818181818,16,55,61,6,4,67,39,75,35
396.6829268292683,349.1585365853659,11,42,45,3,3,67,33,57,26
372.5652173913044,296.0869565217391,11,11,13,2,2,31,17,21,21
327.2049180327869,354.72131147540983,16,55,62,7,5,80,70,80,41
366.8333333333333,269.2916666666667,5,1,2,1,1,11,11,6,10
350.5,332.0,28,41,48,7,5,96,82,65,53
417.7,238.2,5,2,3,1,1,9,10,7,9
337.2739726027397,349.16438356164383,27,67,79,12,5,121,71,92,52
354.0,333.4,0,0,1,1,1,4,4,5,5
340.0,419.5,0,1,1,0,1,2,2,6,5
348.75,264.3333333333333,4,4,4,0,1,17,13,9,9
388.1509433962264,330.3490566037736,18,53,54,1,4,67,54,73,38
363.3557692307692,290.40384615384613,22,52,60,8,4,78,51,72,42
378.9375,338.78125,9,25,27,2,3,36,23,40,24
366.8333333333333,324.22222222222223,7,31,35,4,3,43,28,46,22
390.3125,301.6666666666667,4,21,22,1,2,29,22,31,14
356.3482142857143,382.3125,3,63,74,11,4,64,26,83,23
385.05128205128204,302.11538461538464,14,30,35,5,3,37,30,45,29
390.18461538461537,346.53846153846155,14,82,91,9,5,81,57,107,39
426.7328767123288,414.013698630137,8,96,111,15,5,125,84,121,33
461.72222222222223,290.0,1,4,15,11,1,7,8,9,6
389.5833333333333,274.5416666666667,7,19,32,13,2,30,23,29,17
378.5,315.5652173913044,17,40,64,24,4,86,69,60,37
331.5,248.0,1,4,4,0,1,6,3,9,6
342.22727272727275,214.5909090909091,4,6,7,1,1,12,11,11,9
320.0,329.8333333333333,18,65,74,9,5,92,82,90,43
415.0,258.0,12,26,45,19,2,29,27,35,22
313.5705128205128,381.6730769230769,9,82,113,31,6,155,113,111,39
304.86875,312.00625,31,85,91,6,6,126,98,115,61
346.46153846153845,215.69230769230768,3,6,9,3,1,13,11,11,8
461.2307692307692,283.65384615384613,3,5,6,1,1,11,12,10,8
320.1666666666667,195.5,2,3,5,2,1,8,6,8,7
326.35,187.8,8,5,6,1,1,11,15,10,13
319.5,226.0,2,4,5,1,1,10,8,9,7
330.2887323943662,318.2464788732394,21,70,83,13,5,124,93,95,46
360.87719298245617,219.87719298245614,26,44,49,5,4,75,71,64,46
392.1818181818182,186.11363636363637,28,40,43,3,3,59,53,55,43
363.375,232.625,17,17,21,4,2,27,31,27,27
357.7763157894737,261.8157894736842,21,30,33,3,3,47,34,45,36
401.85,225.6,10,8,10,2,2,21,24,18,20
384.1341463414634,191.3170731707317,32,27,29,2,3,55,65,42,47
376.1,248.25,41,64,77,13,5,109,88,89,66
